score: 0.24766614815891336
>> 16 BitwiseAndMask(X0, Sobel(X0))
8632,0.629315652926781
>> 134113 RemoveSmallObjects(Min(MorphGradient((Threshold(X5)) + (BitwiseOr(X1, X1))), FluoTopHat(FillHoles(ThresholdOtsu(Min(X4, BitwiseXor(Threshold(X5), Pyr(AbsoluteDifference2(X1, X2)))))))))
8638,0.629315652926781
>> 134113 RemoveSmallObjects(Min(MorphGradient((Threshold(X5)) + (BitwiseOr(X1, X1))), FluoTopHat(FillHoles(ThresholdOtsu(Min(X4, BitwiseXor(Threshold(X5), Pyr(AbsoluteDifference2(X1, X2)))))))))
8639,0.629315652926781
>> 134113 RemoveSmallObjects(Min(MorphGradient((Threshold(X5)) + (BitwiseOr(X1, X1))), FluoTopHat(FillHoles(ThresholdOtsu(Min(X4, BitwiseXor(Threshold(X5), Pyr(AbsoluteDifference2(X1, X2)))))))))
8645,0.629315652926781
>> 134113 RemoveSmallObjects(Min(MorphGradient((Threshold(X5)) + (BitwiseOr(X1, X1))), FluoTopHat(FillHoles(ThresholdOtsu(Min(X4, BitwiseXor(Threshold(X5), Pyr(AbsoluteDifference2(X1, X2)))))))))
8648,0.629315652926781
>> 134113 RemoveSmallObjects(Min(MorphGradient((Threshold(X5)) + (BitwiseOr(X1, X1))), FluoTopHat(FillHoles(ThresholdOtsu(Min(X4, BitwiseXor(Threshold(X5), Pyr(AbsoluteDifference2(X1, X2)))))))))
15000 9278
16000 9739
17000 10086
18000 10366
19000 10622
20000 10876
10895,0.25013168223374893
>> 188135 Erode(Sharpen(DistanceTransform(X4)))
10896,0.29955225368504507
>> 188187 Erode(DistanceTransform(exp(Kirsch(X1))))
10897,0.320397399069129
>> 188188 Erode(Laplacian(X3))
10903,0.3436191249601503
>> 188206 Erode(Laplacian(Max(DistanceTransform(X4), X1)))
10905,0.3436191249601503
>> 188206 Erode(Laplacian(Max(DistanceTransform(X4), X1)))
10908,0.3436191249601503
>> 188206 Erode(Laplacian(Max(DistanceTransform(X4), X1)))
10913,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10919,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10920,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10924,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10924,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10926,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10927,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10927,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10930,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10933,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10934,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10934,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10934,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10935,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10935,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10939,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10939,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10939,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10940,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10940,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10941,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10943,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10952,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10957,0.34835025904049516
>> 188391 Erode(Laplacian(Max(DistanceTransform(X3), X1)))
10958,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10958,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10960,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10960,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10966,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10969,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10970,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10971,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10973,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10974,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10978,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10978,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10978,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10982,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10982,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10983,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10986,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10986,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10989,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10990,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10995,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10997,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
10999,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
11000,0.36610281435603637
>> 189216 Erode(Laplacian(Max(BitwiseNot(X3), X1)))
11009,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11010,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11014,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11018,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11019,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11019,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11019,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11023,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11023,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11024,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11029,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11030,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11032,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11032,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11032,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11032,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11033,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11034,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11035,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11035,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11046,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11046,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11047,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11055,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11055,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11055,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11056,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11058,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11061,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11063,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11072,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11073,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11078,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11078,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11085,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11085,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11085,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11085,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11085,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11090,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11090,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11091,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11092,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11096,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11096,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11097,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11100,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11102,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11105,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11105,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11105,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11105,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11109,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11110,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11110,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11111,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11114,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11116,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11123,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11125,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11127,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11127,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11131,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11131,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11132,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11133,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11136,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11137,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11139,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11140,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11143,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11143,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11143,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11143,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11143,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11145,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11146,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11148,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11156,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11157,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11157,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11157,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11158,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11158,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11158,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11160,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11161,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11161,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11165,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11165,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11165,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11165,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11165,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11165,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11166,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11166,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11172,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11176,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11176,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11179,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11179,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11179,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11180,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11185,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11186,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11186,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11187,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11188,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11189,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11192,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11192,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11192,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11193,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11193,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11195,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11196,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11196,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11197,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11197,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11197,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11200,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11202,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11203,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11203,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11203,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11204,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11204,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11205,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11209,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11209,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11209,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11211,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11212,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11214,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11214,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11214,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11216,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11218,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11220,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11220,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11220,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11221,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11222,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11224,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11226,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11227,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11227,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11229,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11229,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11230,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11231,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11233,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11233,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11233,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11234,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11239,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11239,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11239,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11239,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11239,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11243,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11244,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11244,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11249,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11250,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11250,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11250,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11251,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11251,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11251,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
11252,0.36628452510083076
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
21000 11430
22000 11737
23000 11950
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12091,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12092,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12092,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12093,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12095,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12095,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12096,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12096,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12096,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12096,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12096,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12097,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12099,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12099,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12099,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12100,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12101,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12101,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12104,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12105,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12106,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12109,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12110,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12110,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12111,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12111,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12116,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12117,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12117,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12118,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12118,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12118,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12118,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12120,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12120,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12120,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12120,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12121,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12121,0.36682821784643904
>> 190656 Erode(Laplacian(Max(BitwiseNot(X3), X0)))
12122,0.36682821784643904
