score: 0.0008170677836590062
>> 71 Sobel(FluoTopHat(AbsoluteDifference2(X2, X1)))
39363,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39373,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39373,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39374,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39378,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39379,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39380,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39380,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39383,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39386,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39386,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39386,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39388,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39388,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39389,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39390,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39390,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39395,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39399,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39402,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39404,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39406,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39414,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39417,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39419,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39426,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39426,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39426,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39434,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39435,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
99000 39435
39437,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39439,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39439,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39439,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39439,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39439,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39439,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39445,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39446,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39449,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39452,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39454,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39457,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39459,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39459,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39460,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39461,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39464,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39467,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39468,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39468,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39468,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39474,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39474,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39475,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39476,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39477,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39478,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39479,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39482,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39483,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39485,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39486,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39487,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39490,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39490,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39493,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39493,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39502,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39504,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39507,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39512,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39513,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39514,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39514,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39515,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39520,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39521,0.7548810965181127
>> 580844 BitwiseAndMask(ThresholdOtsu(FluoTopHat(Denoizing(BitwiseOr(X4, BitwiseAnd(X2, MorphBlackHat(Max(X0, X3))))))), AbsoluteDifference2(Denoizing(Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))), Square(BitwiseXor(InRange(X4), Close(Max(X0, X3))))))
39521,0.7548810965181127
